image,caption
http://images.cocodataset.org/val2014/COCO_train2014_000000011146.jpg,THERE IS A BATHROOM WITH A SINK AND A MIRROR.
http://images.cocodataset.org/val2014/COCO_train2014_000000011146.jpg,The mirror of the large bathroom has a frame on it.
http://images.cocodataset.org/val2014/COCO_val2014_000000462890.jpg,A baby laying on it's back holding a toothbrush.
http://images.cocodataset.org/val2014/COCO_val2014_000000462890.jpg,A baby lays on its back and holds a toothbrush.
http://images.cocodataset.org/val2014/COCO_val2014_000000462890.jpg,A baby laying down and holding a pink tooth brush.
http://images.cocodataset.org/val2014/COCO_val2014_000000462890.jpg,A young child holds a tooth brush and smiles.
http://images.cocodataset.org/val2014/COCO_val2014_000000462890.jpg,A small child is holding a toothbrush while lying down.
http://images.cocodataset.org/val2014/COCO_train2014_000000198622.jpg,A group of people sitting at a table with a giant pizza.
http://images.cocodataset.org/val2014/COCO_train2014_000000198622.jpg,Some people sit at a table with a large pizza.
http://images.cocodataset.org/val2014/COCO_train2014_000000198622.jpg,A group of people sitting in front of an extra large pizza.
http://images.cocodataset.org/val2014/COCO_train2014_000000198622.jpg,Seven people sitting around a very large pizza.
http://images.cocodataset.org/val2014/COCO_train2014_000000198622.jpg,A table full of guys about to eat a giant pizza.
http://images.cocodataset.org/val2014/COCO_train2014_000000116397.jpg,Skateboarder performing tricks in bowl at outdoor event.
http://images.cocodataset.org/val2014/COCO_train2014_000000116397.jpg,there is a male skateboarder riding a ramp in a skate park.
http://images.cocodataset.org/val2014/COCO_train2014_000000116397.jpg,A man with a skateboard on a ramp.
http://images.cocodataset.org/val2014/COCO_train2014_000000116397.jpg,A man riding up the side of a empty pool.
http://images.cocodataset.org/val2014/COCO_train2014_000000116397.jpg,A skater performs tricks in front of a large audience.
http://images.cocodataset.org/val2014/COCO_val2014_000000294307.jpg,A man riding skis across a snow covered ground.
http://images.cocodataset.org/val2014/COCO_val2014_000000294307.jpg,A man on skies in a snowy field.
http://images.cocodataset.org/val2014/COCO_val2014_000000294307.jpg,Cross-country skiing in what looks to be a frozen landscape.
http://images.cocodataset.org/val2014/COCO_val2014_000000294307.jpg,A lone man cross country skiing in a desolate landscape.
http://images.cocodataset.org/val2014/COCO_val2014_000000294307.jpg,a man skiis across a field in the snow.
http://images.cocodataset.org/val2014/COCO_val2014_000000409009.jpg,High speed train stopped at the train station.
http://images.cocodataset.org/val2014/COCO_val2014_000000409009.jpg,A train is shown next to a platform.
http://images.cocodataset.org/val2014/COCO_val2014_000000409009.jpg,A train parked in a building with glass windows.
http://images.cocodataset.org/val2014/COCO_val2014_000000409009.jpg,A passenger train that is pulling into a station.
http://images.cocodataset.org/val2014/COCO_val2014_000000409009.jpg,A train is arriving at the station for passengers.
http://images.cocodataset.org/val2014/COCO_train2014_000000267555.jpg,A cell phone being charged on a small office desk.
http://images.cocodataset.org/val2014/COCO_train2014_000000267555.jpg,A wooden desk with a laptop computer sitting on top of it.
http://images.cocodataset.org/val2014/COCO_train2014_000000267555.jpg,A desk witgmh a telephone, laptop, cell phone and a book on it.
http://images.cocodataset.org/val2014/COCO_train2014_000000267555.jpg,A desk with laptop, cell phone, landline phone and soda can.
http://images.cocodataset.org/val2014/COCO_train2014_000000267555.jpg,A desk with a computer and phones plugged in.
http://images.cocodataset.org/val2014/COCO_val2014_000000340577.jpg,A large military jeep in front of another military convoy,.
http://images.cocodataset.org/val2014/COCO_val2014_000000340577.jpg,A green jeep parked next to a transport truck.
http://images.cocodataset.org/val2014/COCO_val2014_000000340577.jpg,an army jeep in the parking lot of an armory.
http://images.cocodataset.org/val2014/COCO_val2014_000000340577.jpg,a green car is parked in a wet lot.
http://images.cocodataset.org/val2014/COCO_val2014_000000340577.jpg,An olive green, military truck is parked on a rainy day.
http://images.cocodataset.org/val2014/COCO_train2014_000000416477.jpg,A person on a sandy beach throwing a Frisbee.
http://images.cocodataset.org/val2014/COCO_train2014_000000416477.jpg,A woman throwing a frisbee on a beach.
http://images.cocodataset.org/val2014/COCO_train2014_000000416477.jpg,The woman is playing Frisbee on the beach.
http://images.cocodataset.org/val2014/COCO_train2014_000000416477.jpg,A young girl is throwing a Frisbee on the beach.
http://images.cocodataset.org/val2014/COCO_train2014_000000416477.jpg,A woman is playing frisbee on the beach.
http://images.cocodataset.org/val2014/COCO_train2014_000000050536.jpg,Two plates topped with food on top of a table.
http://images.cocodataset.org/val2014/COCO_train2014_000000050536.jpg,Two plates with smaller plates containing food and some dipping sauce.
http://images.cocodataset.org/val2014/COCO_train2014_000000050536.jpg,A meal with two plates full of broccoli and other items.
http://images.cocodataset.org/val2014/COCO_train2014_000000050536.jpg,The meal is done and ready on the table to eat.
http://images.cocodataset.org/val2014/COCO_train2014_000000050536.jpg,two plates containing some meat and vegetables.
http://images.cocodataset.org/val2014/COCO_val2014_000000170779.jpg,A man wearing a black water suit surfs through the water.
http://images.cocodataset.org/val2014/COCO_val2014_000000170779.jpg,A man in a wetsuit surfing in the ocean.
http://images.cocodataset.org/val2014/COCO_val2014_000000170779.jpg,A man in a wet suit crouching on a surfboard.
http://images.cocodataset.org/val2014/COCO_val2014_000000170779.jpg,A person riding a wave on top of a surfboard.
http://images.cocodataset.org/val2014/COCO_val2014_000000170779.jpg,A man wearing a wetsuit riding a surfboard on a small wave.
http://images.cocodataset.org/val2014/COCO_train2014_000000469878.jpg,a man and a young girl boogie boarding in the ocean.
http://images.cocodataset.org/val2014/COCO_train2014_000000469878.jpg,A man and girl riding on a surf board on a wave.
http://images.cocodataset.org/val2014/COCO_train2014_000000469878.jpg,A couple of people on top of surfboards riding on waves.
http://images.cocodataset.org/val2014/COCO_train2014_000000469878.jpg,A man and a boy paddle on boards in the water.
http://images.cocodataset.org/val2014/COCO_train2014_000000469878.jpg,A man and a child surfing side by side.
http://images.cocodataset.org/val2014/COCO_val2014_000000129706.jpg,A man is dressed like a clown magician while pointing at a picture on his cell phone.
http://images.cocodataset.org/val2014/COCO_val2014_000000129706.jpg,This is an image of a man with a hat pointing at a smart phone.
http://images.cocodataset.org/val2014/COCO_val2014_000000129706.jpg,A man emphasizing the smartphone he is holding.
http://images.cocodataset.org/val2014/COCO_val2014_000000129706.jpg,this appears to be a basic "selfie" image taken by this gentleman.
http://images.cocodataset.org/val2014/COCO_val2014_000000129706.jpg,A person in black attire holding up and pointing to an object.
http://images.cocodataset.org/val2014/COCO_train2014_000000399330.jpg,A tractor trailer pulling a tractor on the road.
http://images.cocodataset.org/val2014/COCO_train2014_000000399330.jpg,A truck that has a vehicle on the back of it.
http://images.cocodataset.org/val2014/COCO_train2014_000000399330.jpg,A truck is carrying a large construction vehicle.
http://images.cocodataset.org/val2014/COCO_train2014_000000399330.jpg,A large truck hauling a bulldozer down the street.
http://images.cocodataset.org/val2014/COCO_train2014_000000399330.jpg,A truck pulls a construction truck on its back.
http://images.cocodataset.org/val2014/COCO_train2014_000000415545.jpg,A tennis player in the middle of serving the ball.
http://images.cocodataset.org/val2014/COCO_train2014_000000415545.jpg,A person on a court with a tennis racket.
http://images.cocodataset.org/val2014/COCO_train2014_000000415545.jpg,A man rared back with his racquet on a tennis court.
http://images.cocodataset.org/val2014/COCO_train2014_000000415545.jpg,a man in a white shirt playing tennis on a tennis court.
http://images.cocodataset.org/val2014/COCO_train2014_000000415545.jpg,Man playing tennis sets the ball up to take a shot.
http://images.cocodataset.org/val2014/COCO_val2014_000000167583.jpg,Piles of  fruit sitting inside of a farmers market.
http://images.cocodataset.org/val2014/COCO_val2014_000000167583.jpg,A street side fruit market with assorted fruits.
http://images.cocodataset.org/val2014/COCO_val2014_000000167583.jpg,A vegetable and fruit stand on display at the market.
http://images.cocodataset.org/val2014/COCO_val2014_000000167583.jpg,Large variety of fruits and vegetables on display at a market.
http://images.cocodataset.org/val2014/COCO_val2014_000000167583.jpg,A row of stacked produce in a shop.
http://images.cocodataset.org/val2014/COCO_val2014_000000526418.jpg,A teddy bear sits among a stereo system and a number of records.
http://images.cocodataset.org/val2014/COCO_val2014_000000526418.jpg,A cluttered shelf with a stereo, book and a teddy bear.
http://images.cocodataset.org/val2014/COCO_val2014_000000526418.jpg,A view of a teddy bear sitting in a chair in a play room.
http://images.cocodataset.org/val2014/COCO_val2014_000000526418.jpg,The stuffed teddy bear is underneath a stereo system.
http://images.cocodataset.org/val2014/COCO_val2014_000000526418.jpg,A cluttered bookshelf with children's books and a teddybear.
http://images.cocodataset.org/val2014/COCO_train2014_000000128732.jpg,a group of people flying a large asain kite on a sunny day.
http://images.cocodataset.org/val2014/COCO_train2014_000000128732.jpg,People sit in a field watching a giant kite fly.
http://images.cocodataset.org/val2014/COCO_train2014_000000128732.jpg,Balloon with horns and spikes floating in the park.
http://images.cocodataset.org/val2014/COCO_train2014_000000128732.jpg,People are sitting on the grass among kites and flags.
http://images.cocodataset.org/val2014/COCO_train2014_000000128732.jpg,A lot of people playing in the park.
http://images.cocodataset.org/val2014/COCO_val2014_000000096420.jpg,Brown horse pulling a white and red cart on a street.
http://images.cocodataset.org/val2014/COCO_val2014_000000096420.jpg,A brown horse attached to a white carriage over a water hole.
http://images.cocodataset.org/val2014/COCO_val2014_000000096420.jpg,A horse carrying a carriage getting a drink of water.
http://images.cocodataset.org/val2014/COCO_val2014_000000096420.jpg,A horse is pulling a carriage with a red blanket.
http://images.cocodataset.org/val2014/COCO_val2014_000000096420.jpg,The horse attached to a carriage has stopped to drink water.
http://images.cocodataset.org/val2014/COCO_train2014_000000536855.jpg,Three men are posing for a picture on a ski slope.
http://images.cocodataset.org/val2014/COCO_train2014_000000536855.jpg,Two males and a female posing for a photo on a ski slope.
http://images.cocodataset.org/val2014/COCO_train2014_000000536855.jpg,a number of people with skis on a snowy surface.
http://images.cocodataset.org/val2014/COCO_train2014_000000536855.jpg,A woman and two men wearing jackets stand together on the snow.
http://images.cocodataset.org/val2014/COCO_train2014_000000293979.jpg,Two men playing tennis on a grass court.
http://images.cocodataset.org/val2014/COCO_train2014_000000293979.jpg,Two men playing tennis on a tennis court.
http://images.cocodataset.org/val2014/COCO_train2014_000000293979.jpg,Two tennis players are on grass with their racquets posed.
http://images.cocodataset.org/val2014/COCO_train2014_000000293979.jpg,A man getting ready to return a hit in a mens double tennis game.
http://images.cocodataset.org/val2014/COCO_train2014_000000293979.jpg,A couple of guys holding tennis racquets on a tennis court.
http://images.cocodataset.org/val2014/COCO_val2014_000000467092.jpg,A bus riding pass a tower with a crane attached to it.
http://images.cocodataset.org/val2014/COCO_val2014_000000467092.jpg,There is a red bus near a crane.
http://images.cocodataset.org/val2014/COCO_val2014_000000467092.jpg,A large red and white bus on a road.
http://images.cocodataset.org/val2014/COCO_val2014_000000467092.jpg,A bus underneath a large crane at a factory.
http://images.cocodataset.org/val2014/COCO_val2014_000000467092.jpg,The city bus is traveling down the road.
http://images.cocodataset.org/val2014/COCO_train2014_000000381945.jpg,A pizza sitting on top of a counter with lots of toppings.
http://images.cocodataset.org/val2014/COCO_train2014_000000381945.jpg,Pizza with all different toppings laying on a pan.
http://images.cocodataset.org/val2014/COCO_train2014_000000381945.jpg,A homemade pizza with tomatoes, olives and onions is pictured.
http://images.cocodataset.org/val2014/COCO_train2014_000000381945.jpg,Pizza topped with olives, tomatoes, onions and cheese.
http://images.cocodataset.org/val2014/COCO_train2014_000000381945.jpg,A pizza with tomatoes and olives sits next to a can of pizza sauce.
http://images.cocodataset.org/val2014/COCO_train2014_000000249471.jpg,A motorbike parked next to a bunch of potted plants.
http://images.cocodataset.org/val2014/COCO_train2014_000000249471.jpg,An old motorbike is being overgrown with plants in a garden.
http://images.cocodataset.org/val2014/COCO_train2014_000000249471.jpg,A scooter sits on the side of  a house.
http://images.cocodataset.org/val2014/COCO_train2014_000000249471.jpg,A row of pots and plants are near a scooter that is parked against a wall.
http://images.cocodataset.org/val2014/COCO_train2014_000000067200.jpg,A baseball player flies over another looks as if he is tripping.
http://images.cocodataset.org/val2014/COCO_train2014_000000067200.jpg,A man throws himself over an enemy during a babeall game.
http://images.cocodataset.org/val2014/COCO_train2014_000000067200.jpg,A baseball player jumps over another to catch a ball.
http://images.cocodataset.org/val2014/COCO_train2014_000000067200.jpg,A baseball player falling over an opposing player who slid into base.
http://images.cocodataset.org/val2014/COCO_train2014_000000067200.jpg,Two opposing athletes are performing in a sporting event.
http://images.cocodataset.org/val2014/COCO_train2014_000000033917.jpg,A piece of chocolate cake topped with berries.
http://images.cocodataset.org/val2014/COCO_train2014_000000033917.jpg,A slice cake with raspberries on top of it.
http://images.cocodataset.org/val2014/COCO_train2014_000000033917.jpg,A dessert is made of two types of chocolate with raspberries on top.
http://images.cocodataset.org/val2014/COCO_train2014_000000033917.jpg,A portion of a desert with raspberries on top.
http://images.cocodataset.org/val2014/COCO_train2014_000000033917.jpg,A piece of cake layered with raspberries and fudge.
http://images.cocodataset.org/val2014/COCO_train2014_000000286171.jpg,A woman sitting next to Ronald McDonald talking on a phone.
http://images.cocodataset.org/val2014/COCO_train2014_000000286171.jpg,Girl on phone looking up a statue of Ronald McDonald.
http://images.cocodataset.org/val2014/COCO_train2014_000000286171.jpg,A woman on the cell phone sitting next to a restaurant character.
http://images.cocodataset.org/val2014/COCO_train2014_000000286171.jpg,A woman on her cell phone is sitting next to a Ronald McDonald statue.
http://images.cocodataset.org/val2014/COCO_train2014_000000286171.jpg,A girl talking on a phone beside a Ronald McDonald statue.
http://images.cocodataset.org/val2014/COCO_train2014_000000451184.jpg,A baby plays with a soccer ball on the floor.
http://images.cocodataset.org/val2014/COCO_train2014_000000451184.jpg,A baby laying on the floor reaching for a soccer ball.
http://images.cocodataset.org/val2014/COCO_train2014_000000451184.jpg,A baby on carpet playing with a soccer ball.
http://images.cocodataset.org/val2014/COCO_train2014_000000451184.jpg,The baby plays with the small soccer ball.
http://images.cocodataset.org/val2014/COCO_train2014_000000451184.jpg,A little baby holding onto a soccer ball.
http://images.cocodataset.org/val2014/COCO_train2014_000000579716.jpg,A woman with a bow tie looks into the distance.
http://images.cocodataset.org/val2014/COCO_train2014_000000579716.jpg,A pretty brunette dressed with a blouse and a bow tie.
http://images.cocodataset.org/val2014/COCO_train2014_000000579716.jpg,A very pretty lady touching a cute bow tie.
http://images.cocodataset.org/val2014/COCO_train2014_000000579716.jpg,A woman touching her bow tie with her hand.
http://images.cocodataset.org/val2014/COCO_train2014_000000579716.jpg,A woman with long hair adjusting her bow tie.
http://images.cocodataset.org/val2014/COCO_train2014_000000226677.jpg,a stuffed bear holding a heart sits on the ground.
http://images.cocodataset.org/val2014/COCO_train2014_000000226677.jpg,A teddy bearing holding a big red heart.
http://images.cocodataset.org/val2014/COCO_train2014_000000226677.jpg,The stuffed bear is holding a red heart.
http://images.cocodataset.org/val2014/COCO_train2014_000000226677.jpg,A stuff teddy bear with a stuff heart on display.
http://images.cocodataset.org/val2014/COCO_train2014_000000226677.jpg,A brown plush teddy bear holding a heart.
http://images.cocodataset.org/val2014/COCO_train2014_000000325932.jpg,A display case filled with smart phones behind glass.
http://images.cocodataset.org/val2014/COCO_train2014_000000325932.jpg,There are some cell phones on display in a case.
http://images.cocodataset.org/val2014/COCO_train2014_000000325932.jpg,A selection of phones sit out for display.
http://images.cocodataset.org/val2014/COCO_train2014_000000325932.jpg,There is a display of different cell Phones.
http://images.cocodataset.org/val2014/COCO_train2014_000000325932.jpg,An orange display case holding cell phones for sale.
http://images.cocodataset.org/val2014/COCO_train2014_000000463424.jpg,A train moves next to a body of water.
http://images.cocodataset.org/val2014/COCO_train2014_000000463424.jpg,A train traveling down the tracks near a body of water.
http://images.cocodataset.org/val2014/COCO_train2014_000000463424.jpg,Commuter bullet train traveling on rails next to large waterway.
http://images.cocodataset.org/val2014/COCO_train2014_000000463424.jpg,A train going over a bridge with water underneath.
http://images.cocodataset.org/val2014/COCO_train2014_000000463424.jpg,a train on a tack near a body of water.
http://images.cocodataset.org/val2014/COCO_val2014_000000328091.jpg,A bathroom sink with a toothbrush, soap dispenser and mirror.
http://images.cocodataset.org/val2014/COCO_val2014_000000328091.jpg,Two towel holders that are above a sink.
http://images.cocodataset.org/val2014/COCO_val2014_000000328091.jpg,The bathroom sink below the cabinet has two toothbrushes on it.
http://images.cocodataset.org/val2014/COCO_val2014_000000328091.jpg,a sink sits in front of a tiled wall.
http://images.cocodataset.org/val2014/COCO_val2014_000000328091.jpg,A sink with a mirror above it has a bottle of soap and toothbrushes on it.
http://images.cocodataset.org/val2014/COCO_train2014_000000229522.jpg,Several people are in a row boat near grass huts.
http://images.cocodataset.org/val2014/COCO_train2014_000000229522.jpg,A boat with lots of people riding on it down a river.
http://images.cocodataset.org/val2014/COCO_train2014_000000229522.jpg,A boat sailing in the water near straw huts.
http://images.cocodataset.org/val2014/COCO_train2014_000000229522.jpg,People on a boat in a river next to a residential.
http://images.cocodataset.org/val2014/COCO_train2014_000000229522.jpg,Several people in a boat rowing to shore.
http://images.cocodataset.org/val2014/COCO_val2014_000000261073.jpg,A refrigerator that has many pictures and magnets on it.
http://images.cocodataset.org/val2014/COCO_val2014_000000261073.jpg,A small old style fridge covered with many magnets.
http://images.cocodataset.org/val2014/COCO_val2014_000000261073.jpg,A white refrigerator freezer covered in lots of pictures and magnets.
http://images.cocodataset.org/val2014/COCO_val2014_000000261073.jpg,A white refrigerator that has magnets all over it.
http://images.cocodataset.org/val2014/COCO_val2014_000000261073.jpg,A white refrigerator in a very small room.
http://images.cocodataset.org/val2014/COCO_train2014_000000096450.jpg,A close up of two tennis players with one holding a racket.
http://images.cocodataset.org/val2014/COCO_train2014_000000096450.jpg,Two tennis players sitting on a chair holding racket.
http://images.cocodataset.org/val2014/COCO_train2014_000000096450.jpg,Two men sit together while one holds a tennis racket.
http://images.cocodataset.org/val2014/COCO_train2014_000000096450.jpg,A couple tennis players sitting together and looking at a tennis racquet.
http://images.cocodataset.org/val2014/COCO_train2014_000000096450.jpg,There are two men sitting by a tennis court.
http://images.cocodataset.org/val2014/COCO_train2014_000000321651.jpg,A toilet and a sink are in a retro style bathroom.
http://images.cocodataset.org/val2014/COCO_train2014_000000321651.jpg,Bathroom with pink toilet and sink, decorative walls, and rug.
http://images.cocodataset.org/val2014/COCO_train2014_000000321651.jpg,A bathroom scene with a sink and a toilet.
http://images.cocodataset.org/val2014/COCO_train2014_000000321651.jpg,A bathroom with a sink and toilet is shown.
http://images.cocodataset.org/val2014/COCO_train2014_000000321651.jpg,A bathroom with a wall mount toilet and vanity with legs.
http://images.cocodataset.org/val2014/COCO_val2014_000000559513.jpg,a blue plate with some shrimp a fork knife and other  items of food.
http://images.cocodataset.org/val2014/COCO_val2014_000000559513.jpg,A blue plate holding food that includes shrimp, fries and greens.
http://images.cocodataset.org/val2014/COCO_val2014_000000559513.jpg,Delicious looking plateful of fried seafood and greens.
http://images.cocodataset.org/val2014/COCO_val2014_000000559513.jpg,The blue plate is full of fried sea food.
http://images.cocodataset.org/val2014/COCO_val2014_000000559513.jpg,A blue plate filled with a large serving of foood.
http://images.cocodataset.org/val2014/COCO_val2014_000000233968.jpg,A man standing next to another man while kicking a soccer ball.
http://images.cocodataset.org/val2014/COCO_val2014_000000233968.jpg,Two men in a soccer field chasing a ball.
http://images.cocodataset.org/val2014/COCO_val2014_000000233968.jpg,Two soccer players pushing each other for the ball.
http://images.cocodataset.org/val2014/COCO_val2014_000000233968.jpg,Two soccer players appear to be pushing each other.
http://images.cocodataset.org/val2014/COCO_val2014_000000233968.jpg,Two soccer players pushing against each other as they try to get to the ball.
http://images.cocodataset.org/val2014/COCO_val2014_000000294484.jpg,The giraffe eats from a reachable limb of the tree.
http://images.cocodataset.org/val2014/COCO_val2014_000000294484.jpg,A giraffe putting its face near a tree with high leaves.
http://images.cocodataset.org/val2014/COCO_val2014_000000294484.jpg,a giraffe eating while in a habitat.
http://images.cocodataset.org/val2014/COCO_val2014_000000294484.jpg,A GIRAFEE IS STANDNG IN THE DEN AT THE ZOO.
http://images.cocodataset.org/val2014/COCO_val2014_000000294484.jpg,A giraffe has its mouth on a tree branch.
http://images.cocodataset.org/val2014/COCO_train2014_000000130545.jpg,Two plates of food are sitting on a tray with forks.
http://images.cocodataset.org/val2014/COCO_train2014_000000130545.jpg,a couple of plates with food sit next to a glass of wine.
http://images.cocodataset.org/val2014/COCO_train2014_000000130545.jpg,A very nice tray with some plates of food on them.
http://images.cocodataset.org/val2014/COCO_train2014_000000130545.jpg,A couple of plates of food with a wine glass.
http://images.cocodataset.org/val2014/COCO_train2014_000000130545.jpg,Two plates are loaded with salad and meat with wine glasses.
http://images.cocodataset.org/val2014/COCO_train2014_000000312182.jpg,A large group of people walk under highway signs.
http://images.cocodataset.org/val2014/COCO_train2014_000000312182.jpg,A crowd of people walking down a street in th rain.
http://images.cocodataset.org/val2014/COCO_train2014_000000312182.jpg,A group of people walking in the rain on a large street.
http://images.cocodataset.org/val2014/COCO_train2014_000000312182.jpg,A group of cause walkers walking on a closed road in the rain.
http://images.cocodataset.org/val2014/COCO_train2014_000000312182.jpg,People and a dog walking down a highway in a marathon.
http://images.cocodataset.org/val2014/COCO_train2014_000000187765.jpg,A man in his ski gear is high in the air.
http://images.cocodataset.org/val2014/COCO_train2014_000000187765.jpg,A man that is in the air on a snowboard.
http://images.cocodataset.org/val2014/COCO_train2014_000000187765.jpg,The snowboarder in the yellow pants is jumping through the air.
http://images.cocodataset.org/val2014/COCO_train2014_000000187765.jpg,A snow boarder is performing a jump during the daytime.
http://images.cocodataset.org/val2014/COCO_train2014_000000187765.jpg,a man skiing very high with his hand high.
http://images.cocodataset.org/val2014/COCO_train2014_000000387368.jpg,A lavishly decorated living room showcases art treasures.
http://images.cocodataset.org/val2014/COCO_train2014_000000387368.jpg,A clock mounted on the side of a yellow wall.
http://images.cocodataset.org/val2014/COCO_train2014_000000387368.jpg,A waiting area with two people in it.
http://images.cocodataset.org/val2014/COCO_train2014_000000387368.jpg,People in a living room with flower arrangements near the clock.
http://images.cocodataset.org/val2014/COCO_train2014_000000387368.jpg,A man is bent down attending to a woman sitting in a living room.
http://images.cocodataset.org/val2014/COCO_train2014_000000039531.jpg,There is something outside that has peaked the cat's interest.
http://images.cocodataset.org/val2014/COCO_train2014_000000039531.jpg,a tabby cat sitting on window sill, looking out.
http://images.cocodataset.org/val2014/COCO_train2014_000000039531.jpg,A beautiful longhair cat is sitting on a sill looking out a window.
http://images.cocodataset.org/val2014/COCO_train2014_000000039531.jpg,A fluffy tabby cat standing behind a chair and looking out of a window.
http://images.cocodataset.org/val2014/COCO_train2014_000000039531.jpg,A cat sits on a window sill, gazing outside.
http://images.cocodataset.org/val2014/COCO_val2014_000000077754.jpg,A man riding a snowboard on top of  snow covered ground.
http://images.cocodataset.org/val2014/COCO_val2014_000000077754.jpg,A man sitting on a snowboard on a snowy slope.
http://images.cocodataset.org/val2014/COCO_val2014_000000077754.jpg,A man with a snowboard on his feet sits alone in the snow.
http://images.cocodataset.org/val2014/COCO_val2014_000000077754.jpg,a man that is sitting down on the snow on his snow board.
http://images.cocodataset.org/val2014/COCO_val2014_000000077754.jpg,a man that is standing on a snowboard.
http://images.cocodataset.org/val2014/COCO_val2014_000000398237.jpg,A small child is holding onto lawn decorations.
http://images.cocodataset.org/val2014/COCO_val2014_000000398237.jpg,A child with various yard decorations some of which look like fish.
http://images.cocodataset.org/val2014/COCO_val2014_000000398237.jpg,Young child playing with several lawn type ornaments.
http://images.cocodataset.org/val2014/COCO_val2014_000000398237.jpg,A baby is holding some poles in the middle of a grass field.
http://images.cocodataset.org/val2014/COCO_val2014_000000398237.jpg,A small child playing with some toys in a field.
http://images.cocodataset.org/val2014/COCO_train2014_000000438075.jpg,A tall, black and white bird with a brightly colored beak stands in grass.
http://images.cocodataset.org/val2014/COCO_train2014_000000438075.jpg,A rather exotic looking bird catching some food in its mouth.
http://images.cocodataset.org/val2014/COCO_train2014_000000438075.jpg,A large bird is standing amid tall grass.
http://images.cocodataset.org/val2014/COCO_train2014_000000438075.jpg,A bird with a red, yellow, and black beak catches a fish.
http://images.cocodataset.org/val2014/COCO_train2014_000000438075.jpg,A large white and black bird standing in some grass.
http://images.cocodataset.org/val2014/COCO_val2014_000000474906.jpg,A white and black truck turning onto a street.
http://images.cocodataset.org/val2014/COCO_val2014_000000474906.jpg,Two vehicles are stopped at a traffic light that is red.
http://images.cocodataset.org/val2014/COCO_val2014_000000474906.jpg,a white truck that is stopped at a red light.
http://images.cocodataset.org/val2014/COCO_val2014_000000474906.jpg,A view of a street light with a truck under it.
http://images.cocodataset.org/val2014/COCO_val2014_000000474906.jpg,The truck and the van are driving through a street intersection.
http://images.cocodataset.org/val2014/COCO_train2014_000000368875.jpg,A desk cluttered with many papers and computers.
http://images.cocodataset.org/val2014/COCO_train2014_000000368875.jpg,Small up close image of a messy office space.
http://images.cocodataset.org/val2014/COCO_train2014_000000368875.jpg,The desk is full of computers, paperwork, and books.
http://images.cocodataset.org/val2014/COCO_train2014_000000368875.jpg,An large office desk with multiple computers, books and paper.
http://images.cocodataset.org/val2014/COCO_train2014_000000368875.jpg,a work desk with multiple monitors and a laptop.
http://images.cocodataset.org/val2014/COCO_train2014_000000331165.jpg,A red train traveling down some train tracks.
http://images.cocodataset.org/val2014/COCO_train2014_000000331165.jpg,A train carries it's cars across a bridge.
http://images.cocodataset.org/val2014/COCO_train2014_000000331165.jpg,A small train passing over an overpass on tracks.
http://images.cocodataset.org/val2014/COCO_train2014_000000331165.jpg,A train traveling over a rail bridge in the countryside.
http://images.cocodataset.org/val2014/COCO_train2014_000000331165.jpg,Red passenger train passing through a bridge with the city behind it.
http://images.cocodataset.org/val2014/COCO_train2014_000000133229.jpg,Two young women smile as they eat carrots and work on a computer.
http://images.cocodataset.org/val2014/COCO_train2014_000000133229.jpg,Two pretty young girls working together on a computer.
http://images.cocodataset.org/val2014/COCO_train2014_000000133229.jpg,Two girls sitting and eating together while taking a photo.
http://images.cocodataset.org/val2014/COCO_train2014_000000133229.jpg,Two women at a computer with a bowl of carrots.
http://images.cocodataset.org/val2014/COCO_train2014_000000133229.jpg,two women sitting near a computer eating carrots.
http://images.cocodataset.org/val2014/COCO_val2014_000000548946.jpg,A chair with a pink blanket is sitting on a red floor.
http://images.cocodataset.org/val2014/COCO_val2014_000000548946.jpg,A living area with couch, cabinet and many windows.
http://images.cocodataset.org/val2014/COCO_val2014_000000548946.jpg,A couch on a red tile floor in a room with lots of windows.
http://images.cocodataset.org/val2014/COCO_val2014_000000548946.jpg,A couch and a table in a room.
http://images.cocodataset.org/val2014/COCO_val2014_000000548946.jpg,The couch in this room is covered with a sheet.
http://images.cocodataset.org/val2014/COCO_train2014_000000398130.jpg,A man in a gray suit and tie standing in front of a building.
http://images.cocodataset.org/val2014/COCO_train2014_000000398130.jpg,A filtered picture of a man in a suit standing by a pillar.
http://images.cocodataset.org/val2014/COCO_train2014_000000398130.jpg,A professionally dressed man looks into the camera.
http://images.cocodataset.org/val2014/COCO_train2014_000000398130.jpg,A man is posing in a gray suit and tie.
http://images.cocodataset.org/val2014/COCO_train2014_000000398130.jpg,A Polaroid that appears to only be half developed of a man in a suit.
http://images.cocodataset.org/val2014/COCO_train2014_000000427632.jpg,An old looking grandfather clock with angels on top.
http://images.cocodataset.org/val2014/COCO_train2014_000000427632.jpg,There is a grandfather clock next to the wall.
http://images.cocodataset.org/val2014/COCO_train2014_000000427632.jpg,An ancient grandfather clock with angels at the top is on display.
http://images.cocodataset.org/val2014/COCO_train2014_000000427632.jpg,a clock standing on tile in front of a wall.
http://images.cocodataset.org/val2014/COCO_train2014_000000427632.jpg,A Grandfather clock with Cherubs on top of it.
http://images.cocodataset.org/val2014/COCO_train2014_000000374994.jpg,A black table topped with office supplies and personal items.
http://images.cocodataset.org/val2014/COCO_train2014_000000374994.jpg,Various items are spread out on a table top.
